        time, timestamp,  aX(m/s²),  aY(m/s²),  aZ(m/s²), |a|(m/s²),  Ax(m/s²),  Ay(m/s²),  Az(m/s²), |A|(m/s²),   Gx(°/s),   Gy(°/s),   Gz(°/s),G_abs(°/s),        w,         x,         y,         z, angleX(°), angleY(°), angleZ(°),offsetX(m),offsetY(m),offsetZ(m),     steps,state,
11:44:49.406,    284508,    -0.167,     0.024,    -0.019,     0.170,    -0.622,    -8.666,     4.493,     9.781,     0.427,     0.305,     0.916,     1.055,    0.8731,   -0.4720,    0.0739,   -0.0968,   -57.041,     2.148,   -13.826,     0.000,     0.000,     0.000,         0, idle,
11:44:49.406,    284512,    -0.177,     0.043,    -0.038,     0.186,    -0.632,    -8.647,     4.474,     9.756,     0.305,     0.000,     0.854,     0.907,    0.8732,   -0.4719,    0.0739,   -0.0968,   -57.041,     2.159,   -13.826,     0.000,     0.000,     0.000,         0, idle,
11:44:49.414,    284516,    -0.177,     0.043,    -0.038,     0.186,    -0.636,    -8.628,     4.460,     9.733,     0.122,    -0.366,     0.793,     0.882,    0.8732,   -0.4719,    0.0739,   -0.0968,   -57.041,     2.159,   -13.826,     0.000,     0.000,     0.000,         0, idle,
11:44:49.414,    284520,    -0.182,     0.057,    -0.053,     0.198,    -0.636,    -8.628,     4.460,     9.733,     0.122,    -0.366,     0.793,     0.882,    0.8732,   -0.4719,    0.0739,   -0.0967,   -57.041,     2.164,   -13.821,     0.000,     0.000,     0.000,         0, idle,
11:44:49.422,    284524,    -0.167,     0.072,    -0.067,     0.194,    -0.622,    -8.613,     4.445,     9.713,     0.000,    -0.732,     0.732,     1.036,    0.8732,   -0.4719,    0.0739,   -0.0967,   -57.041,     2.164,   -13.815,     0.000,     0.000,     0.000,         0, idle,
11:44:49.426,    284528,    -0.172,     0.072,    -0.086,     0.206,    -0.627,    -8.613,     4.426,     9.704,    -0.183,    -0.916,     0.671,     1.150,    0.8732,   -0.4719,    0.0739,   -0.0966,   -57.041,     2.170,   -13.810,     0.000,     0.000,     0.000,         0, idle,
11:44:49.430,    284532,    -0.167,     0.057,    -0.086,     0.197,    -0.622,    -8.632,     4.426,     9.721,    -0.305,    -1.099,     0.610,     1.293,    0.8732,   -0.4720,    0.0739,   -0.0966,   -57.047,     2.175,   -13.804,     0.000,     0.000,     0.000,         0, idle,
11:44:49.434,    284536,    -0.167,     0.057,    -0.086,     0.197,    -0.617,    -8.666,     4.441,     9.757,    -0.427,    -1.282,     0.427,     1.417,    0.8732,   -0.4720,    0.0739,   -0.0966,   -57.047,     2.175,   -13.804,     0.000,     0.000,     0.000,         0, idle,
11:44:49.438,    284540,    -0.163,     0.024,    -0.072,     0.179,    -0.617,    -8.666,     4.441,     9.757,    -0.427,    -1.282,     0.427,     1.417,    0.8732,   -0.4720,    0.0739,   -0.0965,   -57.047,     2.175,   -13.799,     0.000,     0.000,     0.000,         0, idle,
11:44:49.442,    284544,    -0.201,     0.024,    -0.038,     0.206,    -0.656,    -8.666,     4.474,     9.775,    -0.427,    -1.343,     0.427,     1.472,    0.8732,   -0.4720,    0.0739,   -0.0964,   -57.052,     2.175,   -13.788,     0.000,     0.000,     0.000,         0, idle,
11:44:49.442,    284548,    -0.225,     0.024,    -0.010,     0.226,    -0.684,    -8.666,     4.503,     9.790,    -0.244,    -1.343,     0.732,     1.549,    0.8732,   -0.4720,    0.0739,   -0.0964,   -57.052,     2.181,   -13.782,     0.000,     0.000,     0.000,         0, idle,
11:44:49.450,    284552,    -0.244,     0.005,     0.005,     0.244,    -0.703,    -8.685,     4.522,     9.817,    -0.244,    -1.404,     1.099,     1.799,    0.8732,   -0.4720,    0.0739,   -0.0963,   -57.052,     2.186,   -13.771,     0.000,     0.000,     0.000,         0, idle,
11:44:49.450,    284556,    -0.244,     0.005,     0.005,     0.244,    -0.732,    -8.695,     4.527,     9.830,    -0.305,    -1.343,     1.343,     1.923,    0.8732,   -0.4720,    0.0739,   -0.0963,   -57.052,     2.186,   -13.771,     0.000,     0.000,     0.000,         0, idle,
11:44:49.458,    284560,    -0.273,     0.000,     0.014,     0.273,    -0.732,    -8.695,     4.527,     9.830,    -0.305,    -1.343,     1.343,     1.923,    0.8732,   -0.4720,    0.0739,   -0.0962,   -57.052,     2.192,   -13.766,     0.000,     0.000,     0.000,         0, idle,
11:44:49.458,    284564,    -0.263,    -0.024,     0.019,     0.265,    -0.723,    -8.719,     4.532,     9.852,    -0.244,    -1.221,     1.587,     2.017,    0.8732,   -0.4720,    0.0739,   -0.0961,   -57.052,     2.203,   -13.755,     0.000,     0.000,     0.000,         0, idle,
11:44:49.466,    284568,    -0.230,    -0.043,     0.029,     0.235,    -0.694,    -8.738,     4.541,     9.872,    -0.122,    -1.038,     1.831,     2.108,    0.8732,   -0.4720,    0.0740,   -0.0960,   -57.052,     2.208,   -13.744,     0.000,     0.000,     0.000,         0, idle,
11:44:49.470,    284572,    -0.201,    -0.033,     0.048,     0.209,    -0.665,    -8.728,     4.560,     9.870,     0.000,    -0.854,     1.770,     1.965,    0.8732,   -0.4720,    0.0740,   -0.0959,   -57.052,     2.219,   -13.738,     0.000,     0.000,     0.000,         0, idle,
11:44:49.474,    284576,    -0.201,    -0.033,     0.048,     0.209,    -0.665,    -8.728,     4.560,     9.870,     0.000,    -0.854,     1.770,     1.965,    0.8732,   -0.4720,    0.0740,   -0.0959,   -57.052,     2.219,   -13.738,     0.000,     0.000,     0.000,         0, idle,
11:44:49.478,    284580,    -0.158,    -0.038,     0.057,     0.172,    -0.622,    -8.733,     4.570,     9.876,     0.000,    -0.732,     1.709,     1.859,    0.8732,   -0.4720,    0.0740,   -0.0958,   -57.052,     2.230,   -13.733,     0.000,     0.000,     0.000,         0, idle,
11:44:49.486,    284584,    -0.105,    -0.048,     0.053,     0.127,    -0.574,    -8.742,     4.565,     9.879,     0.000,    -0.610,     1.587,     1.700,    0.8732,   -0.4720,    0.0741,   -0.0957,   -57.052,     2.236,   -13.722,     0.000,     0.000,     0.000,         0, idle,
11:44:49.493,    284588,    -0.072,    -0.057,     0.053,     0.106,    -0.541,    -8.752,     4.565,     9.886,     0.000,    -0.610,     1.465,     1.587,    0.8732,   -0.4720,    0.0741,   -0.0956,   -57.052,     2.241,   -13.716,     0.000,     0.000,     0.000,         0, idle,
11:44:49.495,    284592,    -0.038,    -0.024,     0.033,     0.056,    -0.507,    -8.719,     4.551,     9.848,     0.000,    -0.671,     1.282,     1.447,    0.8733,   -0.4720,    0.0741,   -0.0956,   -57.052,     2.247,   -13.711,     0.000,     0.000,     0.000,         0, idle,
11:44:49.497,    284596,    -0.038,    -0.024,     0.033,     0.056,    -0.464,    -8.719,     4.522,     9.832,     0.122,    -0.732,     1.099,     1.326,    0.8733,   -0.4720,    0.0741,   -0.0956,   -57.052,     2.247,   -13.711,     0.000,     0.000,     0.000,         0, idle,
11:44:49.502,    284600,     0.000,    -0.024,     0.005,     0.024,    -0.464,    -8.719,     4.522,     9.832,     0.122,    -0.732,     1.099,     1.326,    0.8733,   -0.4720,    0.0741,   -0.0955,   -57.047,     2.247,   -13.705,     0.000,     0.000,     0.000,         0, idle,
11:44:49.502,    284604,     0.033,    -0.019,    -0.014,     0.041,    -0.431,    -8.714,     4.498,     9.816,     0.122,    -0.732,     0.916,     1.179,    0.8733,   -0.4720,    0.0741,   -0.0955,   -57.047,     2.252,   -13.700,     0.000,     0.000,     0.000,         0, idle,
11:44:49.502,    284608,     0.062,     0.000,    -0.038,     0.073,    -0.402,    -8.695,     4.474,     9.787,    -0.122,    -0.977,     0.488,     1.099,    0.8733,   -0.4720,    0.0741,   -0.0954,   -57.047,     2.252,   -13.694,     0.000,     0.000,     0.000,         0, idle,
11:44:49.510,    284612,     0.062,     0.000,    -0.038,     0.073,    -0.392,    -8.714,     4.465,     9.799,    -0.366,    -1.343,     0.122,     1.397,    0.8733,   -0.4720,    0.0740,   -0.0954,   -57.047,     2.247,   -13.694,     0.000,     0.000,     0.000,         0, idle,
11:44:49.510,    284616,     0.072,    -0.019,    -0.043,     0.086,    -0.421,    -8.709,     4.465,     9.796,    -0.427,    -1.465,     0.183,     1.537,    0.8733,   -0.4720,    0.0740,   -0.0953,   -57.052,     2.247,   -13.689,     0.000,     0.000,     0.000,         0, idle,
11:44:49.518,    284620,     0.043,    -0.014,    -0.043,     0.063,    -0.421,    -8.709,     4.465,     9.796,    -0.427,    -1.465,     0.183,     1.537,    0.8733,   -0.4720,    0.0740,   -0.0953,   -57.052,     2.241,   -13.678,     0.000,     0.000,     0.000,         0, idle,
11:44:49.522,    284624,     0.005,    -0.005,    -0.048,     0.048,    -0.459,    -8.699,     4.460,     9.787,    -0.305,    -1.465,     0.305,     1.527,    0.8733,   -0.4720,    0.0739,   -0.0953,   -57.058,     2.241,   -13.672,     0.000,     0.000,     0.000,         0, idle,
11:44:49.526,    284628,    -0.019,    -0.010,    -0.053,     0.057,    -0.488,    -8.704,     4.455,     9.790,    -0.488,    -1.709,     0.366,     1.815,    0.8733,   -0.4721,    0.0739,   -0.0952,   -57.058,     2.241,   -13.667,     0.000,     0.000,     0.000,         0, idle,
11:44:49.530,    284632,    -0.038,    -0.005,    -0.043,     0.058,    -0.507,    -8.699,     4.465,     9.791,    -0.488,    -1.709,     0.610,     1.879,    0.8732,   -0.4721,    0.0739,   -0.0952,   -57.063,     2.241,   -13.656,     0.000,     0.000,     0.000,         0, idle,
11:44:49.538,    284636,    -0.038,    -0.005,    -0.043,     0.058,    -0.517,    -8.685,     4.460,     9.777,    -0.244,    -1.587,     0.732,     1.765,    0.8732,   -0.4721,    0.0739,   -0.0952,   -57.063,     2.241,   -13.656,     0.000,     0.000,     0.000,         0, idle,
11:44:49.538,    284640,    -0.048,     0.005,    -0.048,     0.068,    -0.517,    -8.685,     4.460,     9.777,    -0.244,    -1.587,     0.732,     1.765,    0.8732,   -0.4721,    0.0738,   -0.0951,   -57.063,     2.241,   -13.645,     0.000,     0.000,     0.000,         0, idle,
11:44:49.538,    284644,    -0.043,     0.005,    -0.048,     0.065,    -0.512,    -8.685,     4.460,     9.777,    -0.366,    -1.465,     0.610,     1.629,    0.8732,   -0.4722,    0.0738,   -0.0950,   -57.068,     2.241,   -13.640,     0.000,     0.000,     0.000,         0, idle,
11:44:49.550,    284648,    -0.043,     0.000,    -0.043,     0.061,    -0.512,    -8.690,     4.465,     9.783,    -0.488,    -1.282,     0.671,     1.527,    0.8732,   -0.4722,    0.0738,   -0.0949,   -57.068,     2.241,   -13.629,     0.000,     0.000,     0.000,         0, idle,
11:44:49.554,    284652,    -0.043,     0.014,    -0.053,     0.070,    -0.512,    -8.675,     4.455,     9.766,    -0.427,    -1.160,     0.732,     1.437,    0.8732,   -0.4722,    0.0737,   -0.0949,   -57.074,     2.241,   -13.623,     0.000,     0.000,     0.000,         0, idle,
11:44:49.554,    284656,    -0.043,     0.014,    -0.053,     0.070,    -0.512,    -8.685,     4.460,     9.777,    -0.427,    -0.977,     0.488,     1.172,    0.8732,   -0.4722,    0.0737,   -0.0949,   -57.074,     2.241,   -13.623,     0.000,     0.000,     0.000,         0, idle,
11:44:49.558,    284660,    -0.043,     0.005,    -0.048,     0.065,    -0.512,    -8.685,     4.460,     9.777,    -0.427,    -0.977,     0.488,     1.172,    0.8732,   -0.4722,    0.0737,   -0.0948,   -57.074,     2.241,   -13.618,     0.000,     0.000,     0.000,         0, idle,
11:44:49.562,    284664,    -0.038,     0.005,    -0.043,     0.058,    -0.507,    -8.685,     4.465,     9.779,    -0.366,    -0.916,     0.488,     1.100,    0.8732,   -0.4723,    0.0737,   -0.0948,   -57.074,     2.247,   -13.612,     0.000,     0.000,     0.000,         0, idle,
11:44:49.566,    284668,    -0.043,     0.043,    -0.072,     0.094,    -0.512,    -8.647,     4.436,     9.732,    -0.305,    -0.977,     0.671,     1.224,    0.8732,   -0.4723,    0.0737,   -0.0948,   -57.079,     2.247,   -13.607,     0.000,     0.000,     0.000,         0, idle,
11:44:49.578,    284672,    -0.062,     0.033,    -0.105,     0.127,    -0.531,    -8.656,     4.402,     9.726,    -0.549,    -0.854,     0.549,     1.155,    0.8732,   -0.4723,    0.0737,   -0.0947,   -57.079,     2.247,   -13.601,     0.000,     0.000,     0.000,         0, idle,
11:44:49.586,    284676,    -0.062,     0.033,    -0.105,     0.127,    -0.531,    -8.685,     4.369,     9.736,    -0.732,    -0.977,     0.366,     1.274,    0.8732,   -0.4723,    0.0737,   -0.0947,   -57.079,     2.247,   -13.601,     0.000,     0.000,     0.000,         0, idle,
11:44:49.586,    284680,    -0.062,     0.005,    -0.134,     0.148,    -0.531,    -8.685,     4.369,     9.736,    -0.732,    -0.977,     0.366,     1.274,    0.8732,   -0.4724,    0.0737,   -0.0946,   -57.085,     2.247,   -13.596,     0.000,     0.000,     0.000,         0, idle,
11:44:49.586,    284684,    -0.072,     0.000,    -0.144,     0.160,    -0.541,    -8.690,     4.359,     9.737,    -0.793,    -1.160,     0.244,     1.426,    0.8732,   -0.4724,    0.0737,   -0.0946,   -57.096,     2.247,   -13.590,     0.000,     0.000,     0.000,         0, idle,
11:44:49.590,    284688,    -0.081,    -0.033,    -0.124,     0.152,    -0.550,    -8.728,     4.378,     9.780,    -0.793,    -1.160,     0.000,     1.405,    0.8731,   -0.4724,    0.0736,   -0.0946,   -57.101,     2.247,   -13.585,     0.000,     0.000,     0.000,         0, idle,
11:44:49.590,    284692,    -0.086,    -0.067,    -0.086,     0.139,    -0.555,    -8.766,     4.417,     9.832,    -0.732,    -1.221,     0.000,     1.424,    0.8731,   -0.4725,    0.0736,   -0.0945,   -57.107,     2.247,   -13.579,     0.000,     0.000,     0.000,         0, idle,
11:44:49.590,    284696,    -0.086,    -0.067,    -0.086,     0.139,    -0.593,    -8.747,     4.436,     9.826,    -0.488,    -1.282,     0.305,     1.405,    0.8731,   -0.4725,    0.0736,   -0.0945,   -57.107,     2.247,   -13.579,     0.000,     0.000,     0.000,         0, idle,
11:44:49.598,    284700,    -0.124,    -0.048,    -0.067,     0.149,    -0.593,    -8.747,     4.436,     9.826,    -0.488,    -1.282,     0.305,     1.405,    0.8731,   -0.4725,    0.0736,   -0.0945,   -57.107,     2.247,   -13.574,     0.000,     0.000,     0.000,         0, idle,
11:44:49.598,    284704,    -0.177,    -0.062,    -0.043,     0.193,    -0.646,    -8.762,     4.460,     9.853,    -0.305,    -1.221,     0.427,     1.329,    0.8731,   -0.4725,    0.0736,   -0.0944,   -57.112,     2.247,   -13.568,     0.000,     0.000,     0.000,         0, idle,
11:44:49.614,    284708,    -0.225,    -0.062,    -0.014,     0.234,    -0.694,    -8.762,     4.488,     9.869,    -0.305,    -1.404,     0.793,     1.641,    0.8731,   -0.4725,    0.0736,   -0.0943,   -57.112,     2.252,   -13.557,     0.000,     0.000,     0.000,         0, idle,
11:44:49.618,    284712,    -0.268,    -0.053,     0.000,     0.273,    -0.737,    -8.752,     4.508,     9.872,     0.000,    -1.465,     1.465,     2.072,    0.8731,   -0.4725,    0.0736,   -0.0942,   -57.112,     2.258,   -13.546,     0.000,     0.000,     0.000,         0, idle,
11:44:49.622,    284716,    -0.268,    -0.053,     0.000,     0.273,    -0.737,    -8.752,     4.508,     9.872,     0.000,    -1.465,     1.465,     2.072,    0.8731,   -0.4725,    0.0736,   -0.0942,   -57.112,     2.258,   -13.546,     0.000,     0.000,     0.000,         0, idle,
11:44:49.622,    284720,    -0.268,    -0.110,     0.005,     0.290,    -0.742,    -8.809,     4.512,     9.926,     0.305,    -1.282,     1.892,     2.306,    0.8731,   -0.4725,    0.0736,   -0.0941,   -57.112,     2.269,   -13.541,     0.000,     0.000,     0.000,         0, idle,
11:44:49.626,    284724,    -0.225,    -0.167,    -0.010,     0.281,    -0.699,    -8.867,     4.493,     9.965,     0.366,    -1.099,     2.014,     2.323,    0.8732,   -0.4725,    0.0736,   -0.0940,   -57.107,     2.280,   -13.530,     0.000,     0.000,     0.000,         0, idle,
11:44:49.634,    284728,    -0.177,    -0.234,    -0.033,     0.296,    -0.651,    -8.934,     4.469,    10.011,     0.488,    -0.977,     1.892,     2.185,    0.8732,   -0.4725,    0.0737,   -0.0939,   -57.107,     2.285,   -13.519,     0.000,     0.000,     0.000,         0, idle,
11:44:49.634,    284732,    -0.110,    -0.282,    -0.048,     0.307,    -0.589,    -8.982,     4.455,    10.043,     0.671,    -0.916,     1.648,     2.001,    0.8732,   -0.4725,    0.0737,   -0.0938,   -57.107,     2.291,   -13.513,     0.000,     0.000,     0.000,         0, idle,
11:44:49.634,    284736,    -0.110,    -0.282,    -0.048,     0.307,    -0.531,    -8.987,     4.493,    10.061,     0.916,    -0.854,     1.404,     1.881,    0.8732,   -0.4725,    0.0737,   -0.0938,   -57.107,     2.291,   -13.513,     0.000,     0.000,     0.000,         0, idle,
11:44:49.642,    284740,    -0.053,    -0.287,    -0.010,     0.292,    -0.531,    -8.987,     4.493,    10.061,     0.916,    -0.854,     1.404,     1.881,    0.8732,   -0.4725,    0.0737,   -0.0938,   -57.101,     2.296,   -13.508,     0.000,     0.000,     0.000,         0, idle,
11:44:49.642,    284744,    -0.029,    -0.287,     0.024,     0.290,    -0.507,    -8.987,     4.532,    10.077,     1.099,    -0.793,     1.099,     1.745,    0.8732,   -0.4724,    0.0737,   -0.0937,   -57.101,     2.302,   -13.497,     0.000,     0.000,     0.000,         0, idle,
11:44:49.650,    284748,    -0.005,    -0.258,     0.067,     0.267,    -0.483,    -8.958,     4.575,    10.070,     1.221,    -0.732,     0.977,     1.726,    0.8733,   -0.4724,    0.0737,   -0.0936,   -57.096,     2.302,   -13.491,     0.000,     0.000,     0.000,         0, idle,
11:44:49.650,    284752,    -0.005,    -0.258,     0.067,     0.267,    -0.469,    -8.943,     4.603,    10.070,     1.404,    -0.854,     0.854,     1.852,    0.8733,   -0.4724,    0.0737,   -0.0936,   -57.096,     2.307,   -13.491,     0.000,     0.000,     0.000,         0, idle,
11:44:49.654,    284756,     0.005,    -0.249,     0.096,     0.267,    -0.445,    -8.958,     4.622,    10.090,     1.648,    -1.038,     0.854,     2.127,    0.8734,   -0.4723,    0.0736,   -0.0935,   -57.085,     2.307,   -13.486,     0.000,     0.000,     0.000,         0, idle,
11:44:49.658,    284760,     0.029,    -0.263,     0.110,     0.287,    -0.445,    -8.958,     4.622,    10.090,     1.648,    -1.038,     0.854,     2.127,    0.8734,   -0.4723,    0.0736,   -0.0935,   -57.079,     2.307,   -13.480,     0.000,     0.000,     0.000,         0, idle,
11:44:49.662,    284764,     0.057,    -0.234,     0.134,     0.276,    -0.416,    -8.929,     4.646,    10.074,     1.892,    -1.282,     0.854,     2.440,    0.8734,   -0.4722,    0.0736,   -0.0935,   -57.068,     2.307,   -13.475,     0.000,     0.000,     0.000,         0, idle,
11:44:49.670,    284768,     0.077,    -0.215,     0.144,     0.270,    -0.397,    -8.910,     4.656,    10.061,     1.892,    -1.526,     0.671,     2.522,    0.8734,   -0.4721,    0.0735,   -0.0934,   -57.058,     2.302,   -13.464,     0.000,     0.000,     0.000,         0, idle,
11:44:49.670,    284772,     0.067,    -0.163,     0.148,     0.230,    -0.407,    -8.857,     4.666,    10.019,     2.136,    -1.648,     0.427,     2.732,    0.8735,   -0.4720,    0.0735,   -0.0934,   -57.047,     2.302,   -13.458,     0.000,     0.000,     0.000,         0, idle,
11:44:49.678,    284776,     0.067,    -0.163,     0.148,     0.230,    -0.459,    -8.738,     4.618,     9.893,     2.747,    -1.648,     0.427,     3.231,    0.8735,   -0.4720,    0.0735,   -0.0934,   -57.047,     2.302,   -13.458,     0.000,     0.000,     0.000,         0, idle,
11:44:49.678,    284780,     0.014,    -0.048,     0.100,     0.112,    -0.459,    -8.738,     4.618,     9.893,     2.747,    -1.648,     0.427,     3.231,    0.8736,   -0.4720,    0.0734,   -0.0934,   -57.030,     2.296,   -13.447,     0.000,     0.000,     0.000,         0, idle,
11:44:49.678,    284784,    -0.053,    -0.005,    -0.024,     0.058,    -0.531,    -8.695,     4.493,     9.801,     3.296,    -1.282,     0.854,     3.638,    0.8737,   -0.4718,    0.0734,   -0.0933,   -57.014,     2.302,   -13.442,     0.000,     0.000,     0.000,         0, idle,
11:44:49.686,    284788,    -0.129,     0.005,    -0.177,     0.219,    -0.608,    -8.680,     4.340,     9.724,     3.418,    -0.793,     1.404,     3.779,    0.8737,   -0.4717,    0.0734,   -0.0932,   -56.997,     2.307,   -13.431,     0.000,     0.000,     0.000,         0, idle,
11:44:49.694,    284792,    -0.172,     0.000,    -0.359,     0.398,    -0.656,    -8.685,     4.163,     9.654,     3.174,    -0.061,     1.831,     3.665,    0.8738,   -0.4716,    0.0734,   -0.0931,   -56.986,     2.318,   -13.431,     0.000,     0.000,     0.000,         0, idle,
11:44:49.698,    284796,    -0.172,     0.000,    -0.359,     0.398,    -0.646,    -8.733,     4.048,     9.647,     3.235,     1.038,     2.075,     3.981,    0.8738,   -0.4716,    0.0734,   -0.0931,   -56.986,     2.318,   -13.431,     0.000,     0.000,     0.000,         0, idle,
11:44:49.706,    284800,    -0.163,    -0.048,    -0.474,     0.503,    -0.646,    -8.733,     4.048,     9.647,     3.235,     1.038,     2.075,     3.981,    0.8738,   -0.4715,    0.0735,   -0.0931,   -56.975,     2.329,   -13.431,     0.000,     0.000,     0.000,         0, idle,
11:44:49.712,    284804,    -0.105,    -0.024,    -0.474,     0.486,    -0.593,    -8.709,     4.048,     9.622,     3.357,     2.258,     2.197,     4.604,    0.8739,   -0.4714,    0.0737,   -0.0931,   -56.964,     2.351,   -13.436,     0.000,     0.000,     0.000,         0, idle,
11:44:49.716,    284808,    -0.048,     0.029,    -0.445,     0.449,    -0.536,    -8.652,     4.082,     9.581,     3.723,     3.235,     2.380,     5.477,    0.8739,   -0.4713,    0.0739,   -0.0931,   -56.953,     2.368,   -13.442,     0.000,     0.000,     0.000,         0, idle,
11:44:49.719,    284812,     0.005,     0.038,    -0.407,     0.409,    -0.483,    -8.637,     4.120,     9.582,     4.333,     3.906,     2.441,     6.324,    0.8740,   -0.4711,    0.0740,   -0.0931,   -56.937,     2.390,   -13.458,     0.000,     0.000,     0.000,         0, idle,
11:44:49.721,    284816,     0.005,     0.038,    -0.407,     0.409,    -0.440,    -8.671,     4.130,     9.614,     4.517,     4.333,     2.563,     6.764,    0.8740,   -0.4711,    0.0740,   -0.0931,   -56.937,     2.390,   -13.458,     0.000,     0.000,     0.000,         0, idle,
11:44:49.722,    284820,     0.053,     0.005,    -0.402,     0.405,    -0.440,    -8.671,     4.130,     9.614,     4.517,     4.333,     2.563,     6.764,    0.8741,   -0.4710,    0.0742,   -0.0931,   -56.920,     2.406,   -13.469,     0.000,     0.000,     0.000,         0, idle,
11:44:49.723,    284824,     0.105,    -0.062,    -0.388,     0.406,    -0.392,    -8.742,     4.144,     9.683,     4.211,     4.395,     2.441,     6.558,    0.8741,   -0.4708,    0.0744,   -0.0932,   -56.904,     2.428,   -13.486,     0.000,     0.000,     0.000,         0, idle,
11:44:49.724,    284828,     0.196,    -0.167,    -0.345,     0.430,    -0.301,    -8.848,     4.187,     9.793,     3.845,     4.272,     1.831,     6.033,    0.8741,   -0.4707,    0.0746,   -0.0932,   -56.893,     2.444,   -13.502,     0.000,     0.000,     0.000,         0, idle,
11:44:49.727,    284832,     0.321,    -0.239,    -0.220,     0.457,    -0.182,    -8.920,     4.316,     9.911,     3.662,     4.150,     1.587,     5.758,    0.8742,   -0.4706,    0.0747,   -0.0933,   -56.876,     2.455,   -13.513,     0.000,     0.000,     0.000,         0, idle,
11:44:49.731,    284836,     0.321,    -0.239,    -0.220,     0.457,    -0.086,    -8.939,     4.479,     9.998,     3.906,     4.089,     1.099,     5.761,    0.8742,   -0.4706,    0.0747,   -0.0933,   -56.876,     2.455,   -13.513,     0.000,     0.000,     0.000,         0, idle,
11:44:49.738,    284840,     0.416,    -0.263,    -0.057,     0.496,    -0.086,    -8.939,     4.479,     9.998,     3.906,     4.089,     1.099,     5.761,    0.8742,   -0.4704,    0.0749,   -0.0934,   -56.860,     2.466,   -13.530,     0.000,     0.000,     0.000,         0, idle,
11:44:49.740,    284844,     0.421,    -0.321,     0.043,     0.531,    -0.081,    -8.996,     4.589,    10.099,     4.272,     4.028,     0.366,     5.883,    0.8743,   -0.4703,    0.0750,   -0.0935,   -56.843,     2.466,   -13.546,     0.000,     0.000,     0.000,         0, idle,
11:44:49.747,    284848,     0.368,    -0.364,     0.139,     0.536,    -0.134,    -9.034,     4.685,    10.178,     4.333,     3.967,     0.000,     5.875,    0.8744,   -0.4701,    0.0750,   -0.0937,   -56.821,     2.472,   -13.568,     0.000,     0.000,     0.000,         0, idle,
11:44:49.747,    284852,     0.263,    -0.421,     0.172,     0.526,    -0.239,    -9.092,     4.723,    10.248,     4.639,     3.784,    -0.183,     5.989,    0.8745,   -0.4699,    0.0751,   -0.0938,   -56.799,     2.477,   -13.585,     0.000,     0.000,     0.000,         0, idle,
11:44:49.755,    284856,     0.263,    -0.421,     0.172,     0.526,    -0.239,    -9.092,     4.723,    10.248,     4.639,     3.784,    -0.183,     5.989,    0.8745,   -0.4699,    0.0751,   -0.0938,   -56.799,     2.477,   -13.585,     0.000,     0.000,     0.000,         0, idle,
11:44:49.755,    284860,     0.153,    -0.502,     0.201,     0.562,    -0.349,    -9.168,     4.756,    10.335,     5.310,     3.723,    -0.244,     6.490,    0.8745,   -0.4697,    0.0752,   -0.0939,   -56.772,     2.483,   -13.601,     0.000,     0.000,     0.000,         0, idle,
11:44:49.763,    284864,     0.053,    -0.541,     0.230,     0.590,    -0.455,    -9.207,     4.790,    10.388,     6.104,     3.845,    -0.122,     7.215,    0.8747,   -0.4695,    0.0753,   -0.0941,   -56.744,     2.488,   -13.618,     0.000,     0.000,     0.000,         0, idle,
11:44:49.771,    284868,    -0.048,    -0.613,     0.225,     0.654,    -0.560,    -9.274,     4.790,    10.453,     6.897,     4.028,     0.061,     7.987,    0.8748,   -0.4692,    0.0754,   -0.0942,   -56.711,     2.499,   -13.640,     0.000,     0.000,     0.000,         0, idle,
11:44:49.771,    284872,    -0.148,    -0.679,     0.220,     0.729,    -0.660,    -9.341,     4.790,    10.518,     7.324,     4.395,     0.000,     8.541,    0.8749,   -0.4689,    0.0756,   -0.0943,   -56.678,     2.510,   -13.656,     0.000,    -0.001,     0.000,         0, idle,
11:44:49.775,    284876,    -0.148,    -0.679,     0.220,     0.729,    -0.732,    -9.403,     4.771,    10.569,     7.813,     4.822,     0.183,     9.182,    0.8749,   -0.4689,    0.0756,   -0.0943,   -56.678,     2.510,   -13.656,     0.000,    -0.001,     0.000,         0, idle,
11:44:49.779,    284880,    -0.215,    -0.746,     0.196,     0.801,    -0.732,    -9.403,     4.771,    10.569,     7.813,     4.822,     0.183,     9.182,    0.8750,   -0.4686,    0.0757,   -0.0944,   -56.640,     2.521,   -13.678,     0.000,    -0.001,     0.000,         0, idle,
11:44:49.783,    284884,    -0.258,    -0.751,     0.177,     0.814,    -0.780,    -9.408,     4.756,    10.571,     8.789,     5.432,     0.671,    10.354,    0.8752,   -0.4683,    0.0760,   -0.0945,   -56.602,     2.543,   -13.700,     0.000,    -0.001,     0.000,         0, idle,
11:44:49.783,    284888,    -0.301,    -0.723,     0.134,     0.794,    -0.823,    -9.374,     4.723,    10.529,     9.888,     5.920,     0.854,    11.556,    0.8754,   -0.4679,    0.0762,   -0.0947,   -56.558,     2.560,   -13.727,     0.000,    -0.001,     0.000,         0, idle,
11:44:49.795,    284892,    -0.325,    -0.718,     0.033,     0.789,    -0.852,    -9.365,     4.627,    10.480,    10.742,     6.226,     0.854,    12.445,    0.8755,   -0.4675,    0.0764,   -0.0948,   -56.508,     2.587,   -13.755,     0.000,    -0.001,     0.000,         0, idle,
