        time, timestamp,  aX(m/s²),  aY(m/s²),  aZ(m/s²), |a|(m/s²),  Ax(m/s²),  Ay(m/s²),  Az(m/s²), |A|(m/s²),   Gx(°/s),   Gy(°/s),   Gz(°/s),G_abs(°/s),  MagX(uT),  MagY(uT),  MagZ(uT),Mag_abs(uT), THE(°C),Pressure(hPa),height(m),        w,         x,         y,         z, angleX(°), angleY(°), angleZ(°),offsetX(m),offsetY(m),offsetZ(m),     steps,state, asX(m/s²), asY(m/s²), asZ(m/s²),|as|(m/s²), ADC1,GPIO
11:45:55.032,    350126,    -0.081,     0.158,     0.010,     0.178,     0.713,    -1.192,     9.690,     9.789,    -0.488,     1.099,    -0.977,     1.549,    -2.115,   -27.191,   -11.028,    29.418,     31.27,   991.567,   182.103,    0.9962,   -0.0181,   -0.0499,    0.0690,    -2.472,    -5.570,     8.047,     0.000,     0.000,     0.000,         0, idle,    -0.100,     0.144,    -0.014,     0.176, 2500,  01
11:45:55.056,    350159,    -0.191,     0.187,     0.005,     0.267,     0.598,    -1.153,     9.685,     9.772,     0.000,     1.282,    -0.671,     1.447,    -1.964,   -27.191,   -10.876,    29.352,     31.27,   991.567,   182.103,    0.9962,   -0.0181,   -0.0495,    0.0687,    -2.466,    -5.515,     8.004,     0.000,     0.000,     0.000,         0, idle,    -0.215,     0.158,    -0.033,     0.269, 2504,  01
11:45:55.092,    350192,    -0.124,     0.158,     0.019,     0.202,     0.656,    -1.182,     9.700,     9.793,     0.122,     1.343,     1.526,     2.036,    -2.115,   -27.191,   -11.028,    29.418,     31.27,   991.566,   182.108,    0.9962,   -0.0179,   -0.0489,    0.0689,    -2.444,    -5.444,     8.026,     0.000,     0.000,     0.000,         0, idle,    -0.144,     0.139,    -0.010,     0.200, 2501,  01
11:45:55.128,    350225,     0.019,     0.177,    -0.038,     0.182,     0.794,    -1.158,     9.637,     9.739,     0.122,     1.404,    -0.122,     1.414,    -1.813,   -27.040,   -10.876,    29.202,     31.27,   991.566,   182.108,    0.9962,   -0.0178,   -0.0485,    0.0690,    -2.428,    -5.400,     8.036,     0.000,     0.000,     0.000,         0, idle,     0.000,     0.172,    -0.062,     0.183, 2507,  01
11:45:55.168,    350258,    -0.053,     0.158,    -0.110,     0.200,     0.713,    -1.172,     9.570,     9.668,     0.183,     0.854,     0.549,     1.032,    -2.115,   -27.040,   -11.028,    29.279,     31.27,   991.566,   182.108,    0.9963,   -0.0176,   -0.0481,    0.0689,    -2.406,    -5.361,     8.031,     0.000,     0.000,     0.000,         0, idle,    -0.057,     0.134,    -0.134,     0.198, 2501,  01
11:45:55.189,    350291,     0.038,     0.144,    -0.067,     0.163,     0.813,    -1.192,     9.613,     9.721,     0.122,     0.244,     0.122,     0.299,    -2.115,   -26.889,   -10.876,    29.082,     31.27,   991.566,   182.118,    0.9963,   -0.0175,   -0.0479,    0.0691,    -2.390,    -5.339,     8.042,     0.000,     0.000,     0.000,         0, idle,     0.029,     0.139,    -0.081,     0.163, 2500,  01
11:45:55.231,    350324,    -0.005,     0.187,     0.010,     0.187,     0.756,    -1.139,     9.695,     9.791,    -0.183,    -0.427,     0.000,     0.465,    -1.813,   -27.191,   -10.876,    29.342,     31.27,   991.565,   182.123,    0.9963,   -0.0174,   -0.0480,    0.0691,    -2.373,    -5.350,     8.042,     0.000,     0.000,     0.000,         0, idle,    -0.029,     0.187,    -0.010,     0.189, 2503,  01
11:45:55.263,    350357,    -0.048,     0.158,     0.000,     0.165,     0.718,    -1.168,     9.685,     9.782,    -0.549,    -1.099,     1.892,     2.256,    -1.813,   -27.191,   -11.179,    29.455,     31.27,   991.564,   182.132,    0.9962,   -0.0173,   -0.0482,    0.0695,    -2.368,    -5.372,     8.086,     0.000,     0.000,     0.000,         0, idle,    -0.067,     0.148,    -0.019,     0.164, 2507,  01
11:45:55.295,    350390,     0.033,     0.148,     0.096,     0.180,     0.809,    -1.177,     9.781,     9.885,    -0.549,    -1.099,     0.732,     1.430,    -1.964,   -27.040,   -11.028,    29.268,     31.28,   991.563,   182.137,    0.9962,   -0.0173,   -0.0485,    0.0699,    -2.373,    -5.405,     8.135,     0.000,     0.000,     0.000,         0, idle,     0.005,     0.163,     0.077,     0.180, 2504,  01
11:45:55.319,    350423,     0.100,     0.191,     0.019,     0.217,     0.880,    -1.134,     9.700,     9.805,    -1.221,    -0.366,    -2.502,     2.808,    -1.964,   -27.040,   -11.028,    29.268,     31.28,   991.563,   182.137,    0.9962,   -0.0173,   -0.0488,    0.0696,    -2.379,    -5.444,     8.102,     0.000,     0.000,     0.000,         0, idle,     0.072,     0.206,     0.000,     0.218, 2527,  01
11:45:55.363,    350456,    -0.153,     0.191,     0.057,     0.252,     0.608,    -1.134,     9.747,     9.832,    -1.465,    -1.282,    -0.793,     2.102,    -1.813,   -27.040,   -11.179,    29.316,     31.28,   991.563,   182.137,    0.9962,   -0.0175,   -0.0491,    0.0689,    -2.395,    -5.471,     8.031,     0.000,     0.000,     0.000,         0, idle,    -0.182,     0.172,     0.014,     0.251, 2486,  01
11:45:55.391,    350489,    -0.053,     0.172,    -0.010,     0.180,     0.737,    -1.163,     9.666,     9.764,    -1.282,    -2.014,     1.892,     3.046,    -1.813,   -27.040,   -11.028,    29.258,     31.28,   991.563,   182.137,    0.9962,   -0.0177,   -0.0495,    0.0693,    -2.428,    -5.510,     8.075,     0.000,     0.000,     0.000,         0, idle,    -0.072,     0.158,    -0.038,     0.178, 2492,  01
11:45:55.429,    350522,    -0.091,     0.167,     0.029,     0.193,     0.713,    -1.172,     9.700,     9.796,    -1.099,    -2.747,    -0.183,     2.964,    -1.813,   -26.889,   -11.028,    29.119,     31.28,   991.565,   182.123,    0.9961,   -0.0179,   -0.0502,    0.0695,    -2.455,    -5.592,     8.102,     0.000,     0.000,     0.000,         0, idle,    -0.072,     0.163,     0.000,     0.178, 2497,  01
11:45:55.459,    350555,    -0.177,     0.187,     0.005,     0.257,     0.636,    -1.153,     9.680,     9.770,    -0.610,    -1.953,     1.038,     2.294,    -1.813,   -26.889,   -11.028,    29.119,     31.28,   991.566,   182.116,    0.9961,   -0.0180,   -0.0507,    0.0697,    -2.466,    -5.647,     8.124,     0.000,     0.000,     0.000,         0, idle,    -0.201,     0.163,    -0.033,     0.261, 2498,  01
11:45:55.487,    350588,    -0.148,     0.211,     0.024,     0.259,     0.670,    -1.134,     9.700,     9.789,    -1.099,    -1.221,     0.427,     1.697,    -2.266,   -26.889,   -11.028,    29.151,     31.28,   991.567,   182.100,    0.9961,   -0.0181,   -0.0510,    0.0700,    -2.483,    -5.685,     8.163,     0.000,     0.000,     0.000,         0, idle,    -0.177,     0.187,    -0.014,     0.258, 2498,  01
11:45:55.527,    350621,    -0.359,     0.201,     0.067,     0.417,     0.459,    -1.153,     9.738,     9.817,    -1.099,    -0.671,     3.357,     3.595,    -2.115,   -27.040,   -11.028,    29.279,     31.28,   991.568,   182.097,    0.9960,   -0.0182,   -0.0510,    0.0703,    -2.499,    -5.685,     8.201,     0.000,     0.000,     0.000,         0, idle,    -0.388,     0.158,     0.005,     0.419, 2501,  01
11:45:55.559,    350654,    -0.249,     0.177,     0.120,     0.328,     0.565,    -1.177,     9.795,     9.882,    -1.526,    -0.488,     2.869,     3.286,    -1.964,   -26.889,   -10.876,    29.072,     31.28,   991.568,   182.097,    0.9960,   -0.0184,   -0.0508,    0.0714,    -2.532,    -5.652,     8.322,     0.000,     0.000,     0.000,         0, idle,    -0.282,     0.153,     0.072,     0.329, 2501,  01
11:45:55.591,    350687,    -0.024,     0.211,     0.053,     0.218,     0.785,    -1.153,     9.762,     9.861,    -3.540,    -0.122,    -3.113,     4.716,    -1.813,   -26.889,   -11.028,    29.119,     31.28,   991.568,   182.097,    0.9960,   -0.0190,   -0.0508,    0.0713,    -2.598,    -5.652,     8.333,     0.000,     0.000,     0.000,         0, idle,    -0.057,     0.206,     0.019,     0.214, 2501,  01
11:45:55.628,    350720,    -0.230,     0.278,     0.306,     0.473,     0.593,    -1.110,     9.977,    10.056,    -6.958,    -2.014,    -6.287,     9.591,    -2.115,   -26.738,   -11.028,    29.000,     31.27,   991.568,   182.097,    0.9960,   -0.0202,   -0.0513,    0.0697,    -2.730,    -5.702,     8.146,     0.000,     0.000,     0.000,         0, idle,    -0.292,     0.278,     0.244,     0.471, 2501,  01
11:45:55.654,    350753,    -0.072,     0.450,     0.211,     0.502,     0.751,    -0.976,     9.877,     9.953,    -8.850,     2.014,    -0.916,     9.122,    -2.115,   -26.738,   -10.876,    28.943,     31.27,   991.568,   182.097,    0.9960,   -0.0223,   -0.0514,    0.0687,    -2.966,    -5.702,     8.036,     0.000,     0.000,     0.000,         0, idle,    -0.148,     0.459,     0.139,     0.502, 2502,  01
11:45:55.694,    350786,     0.029,     0.392,     0.177,     0.431,     0.818,    -1.120,     9.857,     9.955,   -10.193,     3.845,    -0.183,    10.896,    -2.266,   -26.587,   -10.876,    28.815,     31.27,   991.568,   182.097,    0.9961,   -0.0245,   -0.0508,    0.0683,    -3.208,    -5.609,     7.998,     0.000,     0.000,     0.000,         0, idle,    -0.038,     0.416,     0.120,     0.435, 2504,  01
11:45:55.722,    350819,     0.014,     0.258,     0.158,     0.303,     0.799,    -1.268,     9.810,     9.923,   -10.864,     4.456,     1.343,    11.819,    -2.417,   -26.436,   -10.876,    28.688,     31.27,   991.569,   182.089,    0.9960,   -0.0276,   -0.0496,    0.0682,    -3.554,    -5.455,     8.004,     0.000,     0.000,     0.000,         0, idle,    -0.029,     0.278,     0.115,     0.302, 2501,  01
11:45:55.758,    350852,     0.096,     0.100,    -0.053,     0.148,     0.861,    -1.483,     9.589,     9.742,    -9.949,     2.563,    -2.075,    10.481,    -2.266,   -26.738,   -10.876,    28.954,     31.27,   991.569,   182.089,    0.9960,   -0.0306,   -0.0489,    0.0679,    -3.900,    -5.345,     7.982,     0.000,     0.000,     0.000,         0, idle,     0.086,     0.105,    -0.057,     0.148, 2504,  01
11:45:55.782,    350885,     0.081,     0.115,    -0.091,     0.168,     0.847,    -1.512,     9.542,     9.698,    -8.545,     0.793,    -7.019,    11.087,    -1.813,   -26.738,   -11.028,    28.980,     31.27,   991.569,   182.089,    0.9960,   -0.0330,   -0.0489,    0.0665,    -4.153,    -5.334,     7.833,     0.000,     0.000,     0.000,         0, idle,     0.077,     0.110,    -0.105,     0.170, 2502,  01
11:45:55.818,    350918,    -0.033,     0.072,    -0.196,     0.212,     0.737,    -1.593,     9.432,     9.594,    -5.432,    -1.465,    -9.277,    10.850,    -1.964,   -26.285,   -11.179,    28.631,     31.27,   991.569,   182.089,    0.9961,   -0.0349,   -0.0496,    0.0639,    -4.367,    -5.411,     7.542,     0.000,     0.000,     0.000,         0, idle,    -0.024,     0.033,    -0.206,     0.210, 2489,  01
11:45:55.854,    350951,    -0.316,    -0.086,    -0.301,     0.445,     0.464,    -1.804,     9.293,     9.478,    -1.465,    -1.343,    -1.831,     2.702,    -1.964,   -26.285,   -10.574,    28.400,     31.27,   991.569,   182.089,    0.9962,   -0.0357,   -0.0501,    0.0623,    -4.460,    -5.477,     7.366,     0.000,     0.000,     0.000,         0, idle,    -0.273,    -0.172,    -0.306,     0.445, 2489,  01
11:45:55.893,    350984,    -0.110,    -0.124,    -0.249,     0.299,     0.675,    -1.809,     9.374,     9.571,     1.343,    -1.465,     1.831,     2.702,    -2.266,   -26.436,   -10.725,    28.619,     31.27,   991.569,   182.089,    0.9961,   -0.0359,   -0.0503,    0.0625,    -4.482,    -5.493,     7.394,     0.000,     0.000,     0.000,         0, idle,    -0.072,    -0.177,    -0.230,     0.299, 2494,  01
11:45:55.913,    351017,     0.000,    -0.124,    -0.263,     0.291,     0.799,    -1.799,     9.360,     9.565,     4.028,    -1.526,    -2.258,     4.864,    -1.964,   -26.285,   -10.876,    28.514,     31.27,   991.568,   182.094,    0.9961,   -0.0350,   -0.0507,    0.0625,    -4.384,    -5.548,     7.388,     0.000,     0.000,     0.000,         0, idle,     0.038,    -0.167,    -0.239,     0.295, 2498,  01
11:45:55.953,    351050,    -0.019,    -0.019,    -0.220,     0.222,     0.785,    -1.670,     9.408,     9.587,     4.944,    -1.709,    -3.174,     6.118,    -2.115,   -26.436,   -10.725,    28.607,     31.27,   991.568,   182.094,    0.9962,   -0.0338,   -0.0512,    0.0617,    -4.246,    -5.609,     7.300,     0.000,     0.000,     0.000,         0, idle,     0.000,    -0.057,    -0.215,     0.223, 2492,  01
11:45:55.986,    351083,     0.019,     0.000,    -0.172,     0.173,     0.842,    -1.613,     9.460,     9.634,     5.127,    -1.648,    -4.028,     6.725,    -2.266,   -26.587,   -10.876,    28.815,     31.27,   991.568,   182.094,    0.9963,   -0.0322,   -0.0518,    0.0608,    -4.059,    -5.696,     7.185,     0.000,     0.000,     0.000,         0, idle,     0.033,    -0.019,    -0.167,     0.172, 2495,  01
11:45:56.018,    351116,    -0.091,    -0.005,    -0.153,     0.178,     0.742,    -1.593,     9.479,     9.641,     4.944,    -1.587,    -1.892,     5.526,    -1.813,   -27.040,   -10.876,    29.202,     31.27,   991.568,   182.100,    0.9963,   -0.0309,   -0.0522,    0.0601,    -3.906,    -5.757,     7.097,     0.000,     0.000,     0.000,         0, idle,    -0.072,    -0.038,    -0.158,     0.178, 2498,  01
11:45:56.046,    351149,     0.019,    -0.005,    -0.072,     0.074,     0.861,    -1.565,     9.566,     9.731,     5.127,    -0.977,    -0.549,     5.248,    -1.964,   -26.889,   -10.876,    29.072,     31.27,   991.568,   182.100,    0.9964,   -0.0293,   -0.0525,    0.0600,    -3.730,    -5.806,     7.081,     0.000,     0.000,     0.000,         0, idle,     0.024,    -0.014,    -0.067,     0.073, 2504,  01
11:45:56.080,    351182,    -0.010,     0.072,    -0.081,     0.109,     0.837,    -1.450,     9.561,     9.706,     5.066,    -0.793,    -2.686,     5.788,    -1.964,   -27.040,   -10.876,    29.212,     31.27,   991.567,   182.105,    0.9964,   -0.0277,   -0.0528,    0.0596,    -3.543,    -5.850,     7.026,     0.000,     0.000,     0.000,         0, idle,    -0.010,     0.057,    -0.096,     0.112, 2502,  01
11:45:56.120,    351215,    -0.048,     0.105,    -0.038,     0.122,     0.804,    -1.392,     9.609,     9.742,     4.578,    -0.488,    -1.648,     4.890,    -1.964,   -27.191,   -10.876,    29.352,     31.26,   991.567,   182.103,    0.9965,   -0.0263,   -0.0529,    0.0591,    -3.378,    -5.878,     6.965,     0.000,     0.000,     0.000,         0, idle,    -0.053,     0.091,    -0.057,     0.120, 2504,  01
11:45:56.152,    351248,     0.105,     0.167,    -0.182,     0.269,     0.967,    -1.297,     9.470,     9.607,     3.906,     0.610,    -4.761,     6.188,    -1.964,   -27.191,   -10.876,    29.352,     31.27,   991.567,   182.103,    0.9966,   -0.0248,   -0.0530,    0.0583,    -3.208,    -5.900,     6.861,     0.000,     0.000,     0.000,         0, idle,     0.105,     0.153,    -0.196,     0.270, 2504,  01
11:45:56.188,    351281,    -0.072,     0.201,    -0.196,     0.290,     0.761,    -1.244,     9.446,     9.558,     3.540,     2.075,    -6.104,     7.355,    -2.115,   -27.342,   -10.725,    29.447,     31.27,   991.567,   182.103,    0.9967,   -0.0235,   -0.0528,    0.0564,    -3.060,    -5.889,     6.669,     0.000,     0.000,     0.000,         0, idle,    -0.072,     0.163,    -0.230,     0.290, 2504,  01
11:45:56.220,    351314,    -0.096,     0.225,    -0.153,     0.288,     0.746,    -1.192,     9.508,     9.612,     2.563,     2.808,    -7.446,     8.361,    -2.266,   -27.493,   -10.725,    29.598,     31.27,   991.567,   182.103,    0.9969,   -0.0225,   -0.0522,    0.0546,    -2.911,    -5.828,     6.416,     0.000,     0.000,     0.000,         0, idle,    -0.100,     0.191,    -0.191,     0.289, 2504,  01
11:45:56.248,    351347,    -0.373,     0.301,    -0.024,     0.480,     0.459,    -1.091,     9.637,     9.710,     1.953,     0.977,    -5.493,     5.911,    -2.115,   -27.644,   -11.179,    29.894,     31.27,   991.567,   182.103,    0.9970,   -0.0215,   -0.0516,    0.0524,    -2.780,    -5.773,     6.158,     0.000,     0.000,     0.000,         0, idle,    -0.397,     0.254,    -0.100,     0.482, 2502,  01
11:45:56.283,    351380,    -0.364,     0.402,     0.191,     0.575,     0.464,    -0.976,     9.862,     9.921,     0.916,     0.000,     1.099,     1.430,    -2.115,   -27.644,   -11.028,    29.838,     31.27,   991.567,   182.103,    0.9971,   -0.0209,   -0.0512,    0.0520,    -2.703,    -5.735,     6.103,     0.000,     0.000,     0.000,         0, idle,    -0.416,     0.388,     0.100,     0.578, 2498,  01
11:45:56.325,    351413,    -0.172,     0.364,    -0.010,     0.403,     0.651,    -1.014,     9.656,     9.731,    -1.343,    -1.404,     4.150,     4.583,    -1.813,   -27.946,   -10.876,    30.043,     31.27,   991.567,   182.105,    0.9970,   -0.0207,   -0.0511,    0.0531,    -2.692,    -5.724,     6.229,     0.000,     0.000,     0.000,         0, idle,    -0.206,     0.340,    -0.077,     0.405, 2499,  01
11:45:56.345,    351446,    -0.129,     0.354,     0.062,     0.382,     0.703,    -1.029,     9.743,     9.822,    -2.808,    -1.953,     5.249,     6.265,    -2.115,   -27.644,   -11.028,    29.838,     31.27,   991.567,   182.105,    0.9969,   -0.0210,   -0.0514,    0.0546,    -2.730,    -5.746,     6.378,     0.000,     0.000,     0.000,         0, idle,    -0.167,     0.345,     0.000,     0.383, 2484,  01
11:45:56.377,    351479,    -0.124,     0.297,     0.153,     0.356,     0.708,    -1.105,     9.819,     9.907,    -3.845,    -2.258,     6.714,     8.060,    -2.115,   -27.644,   -11.028,    29.838,     31.27,   991.567,   182.105,    0.9968,   -0.0218,   -0.0517,    0.0562,    -2.834,    -5.773,     6.592,     0.000,     0.000,     0.000,         0, idle,    -0.167,     0.297,     0.096,     0.354, 2489,  01
11:45:56.414,    351512,     0.024,     0.211,     0.215,     0.302,     0.866,    -1.215,     9.877,     9.989,    -4.883,    -2.075,     5.859,     7.904,    -2.266,   -27.342,   -11.179,    29.626,     31.27,   991.567,   182.105,    0.9967,   -0.0229,   -0.0521,    0.0582,    -2.983,    -5.806,     6.839,     0.000,     0.000,     0.000,         0, idle,    -0.019,     0.239,     0.182,     0.301, 2491,  01
11:45:56.454,    351545,     0.067,     0.258,     0.029,     0.268,     0.919,    -1.192,     9.685,     9.801,    -5.127,    -1.404,     2.380,     5.824,    -2.115,   -27.342,   -10.725,    29.447,     31.27,   991.567,   182.105,    0.9966,   -0.0241,   -0.0526,    0.0592,    -3.126,    -5.850,     6.960,     0.000,     0.000,     0.000,         0, idle,     0.033,     0.268,     0.000,     0.270, 2494,  01
11:45:56.486,    351578,     0.000,     0.311,     0.134,     0.339,     0.857,    -1.168,     9.786,     9.892,    -6.409,    -1.770,    -0.793,     6.696,    -1.964,   -26.889,   -10.574,    28.960,     31.27,   991.567,   182.105,    0.9965,   -0.0255,   -0.0531,    0.0594,    -3.290,    -5.900,     6.987,     0.000,     0.000,     0.000,         0, idle,    -0.048,     0.325,     0.081,     0.339, 2498,  01
11:45:56.511,    351611,     0.057,     0.330,     0.110,     0.353,     0.933,    -1.168,     9.723,     9.838,    -8.301,    -2.625,    -3.113,     9.246,    -2.266,   -27.040,   -10.574,    29.122,     31.27,   991.567,   182.105,    0.9964,   -0.0275,   -0.0542,    0.0587,    -3.494,    -6.015,     6.938,     0.000,     0.000,     0.000,         0, idle,     0.010,     0.349,     0.062,     0.355, 2498,  01
11:45:56.544,    351644,    -0.105,     0.306,     0.211,     0.386,     0.780,    -1.249,     9.848,     9.957,    -8.301,    -1.892,    -3.174,     9.086,    -2.115,   -26.889,   -10.574,    28.971,     31.27,   991.567,   182.103,    0.9964,   -0.0294,   -0.0549,    0.0578,    -3.741,    -6.086,     6.844,     0.000,     0.000,     0.000,         0, idle,    -0.158,     0.321,     0.148,     0.387, 2495,  01
11:45:56.580,    351677,    -0.206,     0.134,     0.086,     0.260,     0.699,    -1.469,     9.714,     9.849,    -8.728,    -3.906,    -0.061,     9.562,    -2.266,   -26.889,   -10.725,    29.038,     31.26,   991.567,   182.103,    0.9963,   -0.0318,   -0.0559,    0.0573,    -4.021,    -6.185,     6.795,     0.000,     0.000,     0.000,         0, idle,    -0.225,     0.120,     0.043,     0.258, 2497,  01
11:45:56.616,    351710,    -0.182,     0.067,     0.048,     0.200,     0.742,    -1.579,     9.671,     9.827,    -8.484,    -4.456,     0.916,     9.626,    -2.266,   -26.889,   -10.423,    28.927,     31.26,   991.567,   182.103,    0.9961,   -0.0339,   -0.0569,    0.0576,    -4.279,    -6.290,     6.855,     0.000,     0.000,     0.000,         0, idle,    -0.191,     0.053,     0.019,     0.199, 2497,  01
11:45:56.640,    351743,    -0.014,     0.115,    -0.057,     0.129,     0.928,    -1.584,     9.546,     9.721,    -8.789,    -2.625,     0.000,     9.173,    -2.266,   -26.738,   -10.574,    28.842,     31.26,   991.567,   182.103,    0.9959,   -0.0365,   -0.0581,    0.0578,    -4.581,    -6.405,     6.899,     0.000,     0.000,     0.000,         0, idle,    -0.019,     0.100,    -0.081,     0.131, 2496,  01
11:45:56.676,    351776,     0.029,     0.014,    -0.153,     0.156,     0.976,    -1.737,     9.436,     9.644,    -9.521,     0.000,    -6.470,    11.512,    -2.266,   -26.285,   -10.423,    28.367,     31.26,   991.567,   182.103,    0.9959,   -0.0388,   -0.0587,    0.0569,    -4.839,    -6.460,     6.817,     0.000,     0.000,     0.000,         0, idle,     0.048,    -0.005,    -0.153,     0.160, 2498,  01
11:45:56.712,    351809,    -0.105,    -0.038,    -0.177,     0.210,     0.847,    -1.833,     9.408,     9.622,    -9.949,     2.502,    -7.263,    12.570,    -2.417,   -26.436,   -10.725,    28.631,     31.26,   991.567,   182.103,    0.9959,   -0.0417,   -0.0588,    0.0546,    -5.164,    -6.465,     6.564,     0.000,     0.000,     0.000,         0, idle,    -0.081,    -0.081,    -0.177,     0.211, 2504,  01
11:45:56.746,    351842,    -0.191,    -0.062,    -0.072,     0.214,     0.751,    -1.914,     9.503,     9.723,    -9.949,     2.747,    -6.836,    12.379,    -2.417,   -26.436,   -10.725,    28.631,     31.26,   991.568,   182.100,    0.9959,   -0.0447,   -0.0583,    0.0523,    -5.499,    -6.400,     6.317,     0.000,     0.000,     0.000,         0, idle,    -0.172,    -0.096,    -0.077,     0.211, 2504,  01
11:45:56.782,    351875,    -0.220,    -0.024,    -0.067,     0.231,     0.713,    -1.924,     9.503,     9.722,    -9.766,     1.648,    -5.310,    11.237,    -2.266,   -26.738,   -10.725,    28.898,     31.26,   991.568,   182.100,    0.9959,   -0.0473,   -0.0580,    0.0505,    -5.779,    -6.350,     6.125,     0.000,     0.000,     0.000,         0, idle,    -0.206,    -0.057,    -0.081,     0.229, 2504,  01
11:45:56.810,    351908,    -0.105,     0.014,    -0.081,     0.134,     0.823,    -1.933,     9.475,     9.705,    -9.644,     0.488,    -4.517,    10.660,    -2.568,   -26.285,   -10.574,    28.448,     31.26,   991.568,   182.100,    0.9958,   -0.0503,   -0.0579,    0.0489,    -6.108,    -6.339,     5.960,     0.000,     0.000,     0.000,         0, idle,    -0.096,    -0.005,    -0.096,     0.135, 2488,  01
11:45:56.842,    351941,    -0.096,     0.000,    -0.215,     0.236,     0.842,    -2.019,     9.321,     9.575,    -9.399,     0.549,    -3.845,    10.170,    -2.115,   -26.285,   -10.574,    28.411,     31.26,   991.568,   182.100,    0.9958,   -0.0528,   -0.0580,    0.0477,    -6.389,    -6.339,     5.839,     0.000,     0.000,     0.000,         0, idle,    -0.067,    -0.048,    -0.220,     0.235, 2483,  01
11:45:56.878,    351974,    -0.211,    -0.081,    -0.191,     0.296,     0.718,    -2.134,     9.345,     9.613,    -8.545,     0.610,    -1.831,     8.760,    -2.115,   -26.285,   -10.725,    28.467,     31.26,   991.568,   182.100,    0.9957,   -0.0556,   -0.0580,    0.0466,    -6.707,    -6.328,     5.729,     0.000,     0.000,     0.000,         0, idle,    -0.182,    -0.139,    -0.191,     0.298, 2487,  01
11:45:56.922,    352007,    -0.057,    -0.005,    -0.091,     0.108,     0.866,    -2.105,     9.436,     9.707,    -7.690,     0.610,    -0.183,     7.717,    -2.266,   -26.285,   -10.423,    28.367,     31.26,   991.568,   182.094,    0.9955,   -0.0581,   -0.0578,    0.0464,    -6.993,    -6.295,     5.718,     0.000,     0.000,     0.000,         0, idle,    -0.048,    -0.029,    -0.091,     0.107, 2495,  01
11:45:56.942,    352040,    -0.105,     0.048,    -0.019,     0.117,     0.818,    -2.086,     9.499,     9.759,    -7.141,     0.244,    -0.427,     7.158,    -2.266,   -26.285,   -10.574,    28.423,     31.26,   991.566,   182.108,    0.9955,   -0.0600,   -0.0578,    0.0461,    -7.213,    -6.284,     5.702,     0.000,     0.000,     0.000,         0, idle,    -0.105,     0.033,    -0.043,     0.119, 2495,  01
11:45:56.972,    352073,     0.067,     0.014,    -0.029,     0.074,     0.986,    -2.158,     9.484,     9.776,    -6.592,     2.014,    -3.357,     7.667,    -2.115,   -25.681,   -10.574,    27.853,     31.26,   991.567,   182.103,    0.9954,   -0.0621,   -0.0576,    0.0456,    -7.443,    -6.251,     5.652,     0.000,     0.000,     0.000,         0, idle,     0.067,     0.014,    -0.024,     0.073, 2489,  01
11:45:57.008,    352106,    -0.110,    -0.077,     0.000,     0.134,     0.766,    -2.273,     9.499,     9.797,    -5.371,     1.831,    -6.287,     8.469,    -2.266,   -25.681,   -10.423,    27.808,     31.26,   991.567,   182.103,    0.9953,   -0.0637,   -0.0573,    0.0440,    -7.614,    -6.229,     5.471,     0.000,     0.000,     0.000,         0, idle,    -0.100,    -0.086,     0.000,     0.132, 2493,  01
11:45:57.044,    352139,    -0.172,    -0.072,    -0.005,     0.187,     0.732,    -2.306,     9.494,     9.797,    -3.845,     1.648,    -3.296,     5.326,    -2.417,   -25.832,   -10.876,    28.132,     31.26,   991.566,   182.108,    0.9953,   -0.0651,   -0.0570,    0.0424,    -7.767,    -6.191,     5.301,     0.000,     0.000,     0.000,         0, idle,    -0.167,    -0.091,    -0.005,     0.191, 2496,  01
11:45:57.068,    352172,    -0.167,    -0.067,    -0.010,     0.181,     0.727,    -2.316,     9.489,     9.795,    -1.953,     1.587,    -1.648,     3.008,    -2.115,   -25.832,   -10.725,    28.050,     31.26,   991.566,   182.113,    0.9953,   -0.0659,   -0.0565,    0.0416,    -7.861,    -6.136,     5.208,     0.000,     0.000,     0.000,         0, idle,    -0.163,    -0.081,    -0.005,     0.182, 2499,  01
11:45:57.104,    352205,    -0.148,     0.005,     0.057,     0.159,     0.742,    -2.244,     9.556,     9.844,    -1.221,     0.977,    -0.549,     1.657,    -2.115,   -25.832,   -10.574,    27.992,     31.26,   991.566,   182.113,    0.9953,   -0.0664,   -0.0561,    0.0413,    -7.905,    -6.092,     5.169,     0.000,     0.000,     0.000,         0, idle,    -0.153,     0.005,     0.038,     0.158, 2501,  01
11:45:57.144,    352238,    -0.144,     0.014,    -0.010,     0.145,     0.742,    -2.239,     9.484,     9.773,    -0.610,    -0.183,    -2.197,     2.288,    -2.417,   -25.529,   -10.574,    27.738,     31.26,   991.566,   182.116,    0.9954,   -0.0666,   -0.0559,    0.0407,    -7.932,    -6.075,     5.109,     0.000,     0.000,     0.000,         0, idle,    -0.144,     0.000,    -0.029,     0.146, 2504,  01
11:45:57.173,    352271,    -0.297,     0.110,     0.043,     0.319,     0.589,    -2.149,     9.542,     9.798,    -0.671,    -0.671,     1.404,     1.695,    -2.417,   -25.832,   -10.725,    28.074,     31.26,   991.566,   182.116,    0.9954,   -0.0667,   -0.0559,    0.0406,    -7.943,    -6.075,     5.098,     0.000,     0.000,     0.000,         0, idle,    -0.306,     0.091,    -0.005,     0.319, 2506,  01
